timestamp,cpu_watts,gpu_watts
2026-05-10T16:05:29.775854Z,102.431,8.900
2026-05-10T16:05:29.801897Z,71.993,8.980
2026-05-10T16:05:29.828310Z,149.824,8.980
2026-05-10T16:05:29.860959Z,171.259,8.980
2026-05-10T16:05:29.887153Z,97.135,8.980
2026-05-10T16:05:29.912472Z,86.435,9.020
2026-05-10T16:05:29.940044Z,184.197,9.020
2026-05-10T16:05:29.967897Z,159.280,9.020
2026-05-10T16:05:29.994577Z,100.594,9.020
2026-05-10T16:05:30.019384Z,120.208,9.380
2026-05-10T16:05:30.047768Z,189.784,9.380
2026-05-10T16:05:30.073858Z,147.638,9.380
2026-05-10T16:05:30.098529Z,83.943,9.380
2026-05-10T16:05:30.123765Z,129.482,9.450
2026-05-10T16:05:30.150866Z,188.994,9.450
2026-05-10T16:05:30.178240Z,162.725,9.450
2026-05-10T16:05:30.205733Z,87.415,9.450
2026-05-10T16:05:30.243033Z,177.193,9.450
2026-05-10T16:05:30.285895Z,156.951,9.450
2026-05-10T16:05:30.323299Z,116.595,9.450
2026-05-10T16:05:30.364969Z,189.399,9.450
2026-05-10T16:05:30.403731Z,121.100,9.450
2026-05-10T16:05:30.441217Z,166.570,9.450
2026-05-10T16:05:30.483846Z,178.644,9.450
2026-05-10T16:05:30.520936Z,121.693,9.450
2026-05-10T16:05:30.568907Z,188.363,9.450
2026-05-10T16:05:30.611381Z,127.592,9.450
2026-05-10T16:05:30.655922Z,184.640,9.450
2026-05-10T16:05:30.697803Z,161.662,9.450
2026-05-10T16:05:30.734872Z,150.570,9.450
2026-05-10T16:05:30.777316Z,192.029,9.450
2026-05-10T16:05:30.817866Z,143.259,9.450
2026-05-10T16:05:30.861080Z,180.448,9.450
2026-05-10T16:05:30.898583Z,174.896,9.450
2026-05-10T16:05:30.939626Z,164.529,9.450
2026-05-10T16:05:30.989168Z,187.912,9.450
2026-05-10T16:05:31.025453Z,149.459,9.450
2026-05-10T16:05:31.073521Z,187.191,9.450
2026-05-10T16:05:31.116276Z,165.039,10.720
2026-05-10T16:05:31.162012Z,188.153,10.720
2026-05-10T16:05:31.204483Z,180.361,10.720
2026-05-10T16:05:31.245921Z,174.952,10.720
2026-05-10T16:05:31.292391Z,191.857,10.720
2026-05-10T16:05:31.333293Z,172.626,10.720
2026-05-10T16:05:31.382017Z,185.815,10.720
2026-05-10T16:05:31.421643Z,177.404,10.720
2026-05-10T16:05:31.475345Z,185.666,10.720
2026-05-10T16:05:31.521910Z,182.067,10.720
2026-05-10T16:05:31.565232Z,185.066,10.720
2026-05-10T16:05:31.616283Z,182.913,10.720
2026-05-10T16:05:31.665020Z,186.106,10.720
2026-05-10T16:05:31.699838Z,184.570,10.720
2026-05-10T16:05:31.748338Z,187.582,10.720
2026-05-10T16:05:31.802040Z,185.309,10.720
2026-05-10T16:05:31.845310Z,188.700,10.720
2026-05-10T16:05:31.899525Z,187.143,10.720
2026-05-10T16:05:31.939152Z,184.830,10.720
2026-05-10T16:05:31.983969Z,190.634,10.720
2026-05-10T16:05:32.027559Z,185.366,10.720
2026-05-10T16:05:32.077390Z,188.878,10.720
2026-05-10T16:05:32.117446Z,188.941,10.140
2026-05-10T16:05:32.160669Z,188.568,10.140
2026-05-10T16:05:32.205204Z,192.394,10.140
2026-05-10T16:05:32.253663Z,185.417,10.140
2026-05-10T16:05:32.297374Z,190.187,10.140
2026-05-10T16:05:32.339455Z,185.282,10.140
2026-05-10T16:05:32.382880Z,184.688,10.140
2026-05-10T16:05:32.423601Z,182.417,10.140
2026-05-10T16:05:32.474855Z,189.106,10.140
2026-05-10T16:05:32.515027Z,184.382,10.140
2026-05-10T16:05:32.565208Z,184.693,10.140
2026-05-10T16:05:32.617974Z,184.922,10.140
2026-05-10T16:05:32.663130Z,185.239,10.140
2026-05-10T16:05:32.709786Z,183.103,10.140
2026-05-10T16:05:32.754137Z,185.458,10.140
2026-05-10T16:05:32.800369Z,186.958,10.140
2026-05-10T16:05:32.841075Z,156.307,10.140
2026-05-10T16:05:32.883974Z,205.018,10.140
2026-05-10T16:05:32.940380Z,176.331,10.140
2026-05-10T16:05:32.990870Z,185.844,10.140
2026-05-10T16:05:33.033207Z,166.870,10.140
2026-05-10T16:05:33.071773Z,189.395,10.140
2026-05-10T16:05:33.112293Z,169.825,10.440
2026-05-10T16:05:33.155063Z,178.206,10.440
2026-05-10T16:05:33.200828Z,184.028,10.440
2026-05-10T16:05:33.242391Z,160.764,10.440
2026-05-10T16:05:33.280774Z,184.060,10.440
2026-05-10T16:05:33.322710Z,157.277,10.440
2026-05-10T16:05:33.368923Z,180.807,10.440
2026-05-10T16:05:33.406981Z,164.898,10.440
2026-05-10T16:05:33.451437Z,170.030,10.440
2026-05-10T16:05:33.495392Z,175.052,10.440
2026-05-10T16:05:33.531626Z,150.344,10.440
2026-05-10T16:05:33.579921Z,183.448,10.440
2026-05-10T16:05:33.616382Z,133.578,10.440
2026-05-10T16:05:33.657688Z,174.353,10.440
2026-05-10T16:05:33.694661Z,170.024,10.440
2026-05-10T16:05:33.733688Z,139.324,10.440
2026-05-10T16:05:33.770715Z,184.831,10.440
2026-05-10T16:05:33.809756Z,126.497,10.440
2026-05-10T16:05:33.847486Z,162.031,10.440
2026-05-10T16:05:33.887831Z,165.324,10.440
2026-05-10T16:05:33.925462Z,123.572,10.440
2026-05-10T16:05:33.963209Z,175.238,10.440
2026-05-10T16:05:34.007966Z,131.774,10.440
2026-05-10T16:05:34.043352Z,156.976,10.440
2026-05-10T16:05:34.083172Z,162.476,10.440
2026-05-10T16:05:34.119155Z,109.799,10.950
2026-05-10T16:05:34.158871Z,179.202,10.950
2026-05-10T16:05:34.197639Z,125.911,10.950
2026-05-10T16:05:34.234375Z,132.343,10.950
2026-05-10T16:05:34.271144Z,161.390,10.950
2026-05-10T16:05:34.308558Z,97.853,10.950
2026-05-10T16:05:34.348902Z,156.875,10.950
2026-05-10T16:05:34.383904Z,124.178,10.950
2026-05-10T16:05:34.422406Z,106.195,10.950
2026-05-10T16:05:34.459056Z,156.279,10.950
2026-05-10T16:05:34.487956Z,109.512,10.950
2026-05-10T16:05:34.519890Z,98.075,10.950
2026-05-10T16:05:34.559613Z,155.427,10.950
2026-05-10T16:05:34.600987Z,95.479,10.950
2026-05-10T16:05:34.640483Z,134.707,10.950
2026-05-10T16:05:34.680393Z,108.846,10.950
2026-05-10T16:05:34.722523Z,93.086,10.950
2026-05-10T16:05:34.762446Z,133.396,10.950
2026-05-10T16:05:34.804905Z,82.905,10.950
2026-05-10T16:05:34.843864Z,129.556,10.950
2026-05-10T16:05:34.882993Z,95.945,10.950
2026-05-10T16:05:34.924174Z,96.951,10.950
2026-05-10T16:05:34.963981Z,110.257,10.950
2026-05-10T16:05:35.008502Z,89.908,10.950
2026-05-10T16:05:35.045694Z,122.827,10.950
